"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"07/20/2018","26","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/21/2018","18","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/22/2018","27","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/23/2018","35","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/24/2018","17","","Queens College Near Road","36-081-0125","AQS"
"07/25/2018","21","","Queens College Near Road","36-081-0125","AQS"
"07/26/2018","28","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/27/2018","52","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/28/2018","44","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/29/2018","32","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/30/2018","37","","QUEENS COLLEGE 2","36-081-0124","AQS"
"07/31/2018","38","","Queens College Near Road","36-081-0125","AQS"
"08/01/2018","28","","Queens College Near Road","36-081-0125","AQS"
"08/02/2018","33","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/03/2018","31","","Queens College Near Road","36-081-0125","AQS"
"08/04/2018","22","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/05/2018","53","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/06/2018","67","","Queens College Near Road","36-081-0125","AQS"
"08/07/2018","55","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/08/2018","52","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/09/2018","49","","Queens College Near Road","36-081-0125","AQS"
"08/10/2018","60","","Queens College Near Road","36-081-0125","AQS"
"08/11/2018","40","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/12/2018","34","","Queens College Near Road","36-081-0125","AQS"
"08/13/2018","20","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/14/2018","27","","QUEENS COLLEGE 2","36-081-0124","AQS"
"08/15/2018","56","","MASPETH LIBRARY","36-081-0120","AQS"
