date, pm25, o3, no2, co
2014/8/8, 22, , , 
2014/8/9, 23, , , 
2014/8/10, 25, , , 
2014/8/11, 31, , , 
2014/8/12, 32, , , 
2014/8/13, 12, , , 
2014/8/14, 11, , , 
2014/8/15, 21, , , 
2014/8/16, 13, , , 
2014/8/17, 31, , , 
2014/8/18, 37, , , 
2014/8/19, 17, , , 
2014/8/20, 26, , , 
2014/8/21, 17, , , 
2014/8/22, 22, , , 
2014/8/23, 12, , , 
2014/8/24, 11, , , 
2014/8/25, 15, , , 
2014/8/26, 41, , , 
2014/8/27, 43, , , 
2014/8/28, 42, , , 
2014/8/29, 19, , , 
2014/8/30, 14, , , 
2014/8/31, 12, , , 
2014/9/1, 33, , , 
2014/9/2, 26, , , 
2014/9/3, 46, , , 
2014/9/4, 25, , , 
2014/9/5, 38, , , 
2014/9/6, 33, , , 
2014/9/7, 39, , , 
2014/9/8, 21, , , 
2014/9/9, 12, , , 
2014/9/10, 12, , , 
2014/9/11, 18, , , 
2014/9/12, 26, , , 
2014/9/13, 9, , , 
2014/9/14, 10, , , 
2014/9/15, 9, , , 
2014/9/16, 16, , , 
2014/9/17, 26, , , 
2014/9/18, 16, , , 
2014/9/19, 32, , , 
2014/9/20, 31, , , 
2014/9/21, 32, , , 
2014/9/22, 31, , , 
2014/9/23, 15, , , 
2014/9/24, 25, , , 
2014/9/25, 24, , , 
2014/9/26, 16, , , 
2014/9/27, 35, , , 
2014/9/28, 44, , , 
2014/9/29, 50, , , 
2014/9/30, 55, , , 
2014/10/1, 26, , , 
2014/4/2, 23, , , 
2014/4/3, 27, , , 
2014/4/4, 46, , , 
2014/4/5, 24, , , 
2014/4/6, 20, , , 
2014/4/7, 20, , , 
2014/4/8, 95, , , 
2014/4/9, 19, , , 
2014/4/10, 23, , , 
2014/4/11, 27, , , 
2014/4/12, 46, , , 
2014/4/13, 31, , , 
2014/4/14, 41, , , 
2014/4/15, 26, , , 
2014/4/16, 8, , , 
2014/4/17, 17, , , 
2014/4/18, 22, , , 
2014/4/19, 25, , , 
2014/4/20, 34, , , 
2014/4/21, 21, , , 
2014/4/22, 22, , , 
2014/4/23, 32, , , 
2014/4/24, 15, , , 
2014/4/25, 12, , , 
2014/4/26, 17, , , 
2014/4/27, 22, , , 
2014/4/28, 7, , , 
2014/4/29, 16, , , 
2014/4/30, 16, , , 
2014/5/1, 8, , , 
2014/5/2, 37, , , 
2014/5/3, 33, , , 
2014/5/4, 35, , , 
2014/5/5, 13, , , 
2014/5/6, 9, , , 
2014/5/7, 19, , , 
2014/5/8, 19, , , 
2014/5/9, 36, , , 
2014/5/10, 29, , , 
2014/5/11, 31, , , 
2014/5/12, 21, , , 
2014/5/13, 54, , , 
2014/5/14, 30, , , 
2014/5/15, 21, , , 
2014/5/16, 24, , , 
2014/5/17, 23, , , 
2014/5/18, 24, , , 
2014/5/19, 16, , , 
2014/5/20, 27, , , 
2014/5/21, 29, , , 
2014/5/22, 49, , , 
2014/5/23, 48, , , 
2014/5/24, 36, , , 
2014/5/25, 13, , , 
2014/5/26, 23, , , 
2014/5/27, 34, , , 
2014/5/28, 57, , , 
2014/5/29, 16, , , 
2014/5/30, 11, , , 
2014/5/31, 28, , , 
2014/6/1, 15, , , 
2014/6/2, 20, , , 
2014/6/3, 28, , , 
2014/6/4, 41, , , 
